,review_id,text,breakfast/brunch,atmosphere,mexican food,fast food,waiting time,service quality,Japanese food/seafood,pizza/wings,healthy,flavor,bar/alcohol,price,location
244171,tydGutmpkeApOZsxAmr5LA,"There are so many food pics, I don't even need to post mine.
 

 Bodega is a small kitchen with outdoor seating. Food comes in cute little brown boxes. Very dog friendly too (remember to pack a small blanket for the pup to sit on. The cement ground is cold/hard on their paws).
 

 As for my meal, I tried two platos, the lechon (pork) and vegetarian (tofu). 
 I preferred the tofu over the pork. 
 The tofu is thinly sliced rectangles and very firm (maybe too firm..) but the marinade is tangy and outstanding. The pork could have used a little more flavor. 
 

 As for the beans and rice, I couldn't stop shoveling them into my mouth! Wonderful!
 The side of plantains was great too. 
 

 Tip: make sure to order an extra side of the mojo sauce. It's delicious poured over the meal.",0,0,0,0,0,0,0,0,0,0,0,0,0
609251,oodbpX1-u7huIhYz9Fx-3g,"This is one of my favorite places. The food is good, but more than that it is just a lovely setting. The patio is gorgeous, and the inside seating is eclectic and quaint.",0,0,0,0,0,0,0,0,0,0,0,0,0
253929,cdR3kykrjQzR4OO9n3RDgA,"Incident date: 5/6/2020 Around 5PM
 Long story short, the girl on the intercom didn't verify my order and got it wrong. Said she can't put the food back( I wasn't even done ordering yet meaning she's still fulfilling my order, then i found out why she can't put the food back because she mixed rice and orange chicken and the steak all together). Anway, her tone was cold, and didn't verify the order with me like other employees. Oh the fried rice is so hard, the rice isn't even cooked or it has been outside for way too long it feels like I am eating raw rice! Said I want chilli sauce, but instead I got 5 packets of soy sauce. Not happy at all. What the hell is wrong with this place? Do they listen at all?",0,0,0,0,0,0,0,0,0,0,0,0,0
397453,qGqSGyZmUW5M1y7Bqwb40w,"Ever since Covid started, I've only been ordering takeout delivery, and I have to say how impressed I am with the cleanliness and set up of this place! Not only is the food fast, tasty, and full of healthy options, but the safety protocols they have set up surpass any other place I've been to so far. They even have a speaker system so you can hear each other through the plexiglass front. Good food, friendly service, fair prices, and safe setup.",0,0,0,0,0,0,0,0,0,0,0,0,0
533665,ftQfR6XC2_stDmvravsFeQ,"First time coming here today for a lunch date with my wife. Would of never known about it if Family hadn't recommended it and we are so glad they did. We had crab Rangoons & Thai tea to start both Excelent and very fast and friendly service. Next we did the sushi Boat for two along with the Sumo, volcano & a sushi bomb roll. It's was so much food but we wanted leftovers for the kids. Everything was fresh and very nicely prepared. We will definitely be returning soon the location is a little odd and out of the way but this hidden Gem won't disappoint.",0,0,0,0,0,0,0,0,0,0,0,0,0
610393,yzYk9viQiK_xciVh9Dk8Eg,"I got the Gladiator which is a shredded roast pork sandwich with sharp provolone. They guy who I presumed was the manager talked me into adding A (singular, one) long hot. If I would've known it would cost a whopping $1.50 extra, I would've passed. He was very braggadocious about the food and it was overhyped for sure.
 

 There were very few times in my life where I have refused to eat food or threw it away because of taste. Rustica's gladiator has made that list. I was very happy about the amount of meat on the sandwich. but after one bite excitement turned into disappointment. 
 

 This was the blandest pork I ever tasted. It lacked basic salt and pepper. The only flavor was the hint of spice from the long hot and the tanginess from the cheese. My taste buds couldn't discern that I was eating pork. I could have just as easily been chewing on any other animal with a similar texture profile. I paid $12.37 for this sandwich and used half of my lunch break to buy it. I was determined to try it again. I took another bite and to my dismay it had gotten worst. The bread was soggy from the loads of flavorless juice seeping into it from the ""roasted pork"". 
 

 I fed the trash can. Vending machine sour cream and onion Pringles and granola bar will have to do until I get home. The pig didn't deserve to die to be made into that monstrosity they called a sandwich. Gladiator more like civilian.",0,0,0,0,0,0,0,0,0,0,0,0,0
582883,nZpYcd2EOgLmNP2wITCPHQ,Miocre at best . Wonton soup was bland . General tso chicken too sweet . Very good service is all.,0,0,0,0,0,0,0,0,0,0,0,0,0
186034,lCjT2uRfqZBaobTclutOWg,"Rooftop seating. Cold beer and a great views. One of our first forays out since covid.  
 

 A lite meal of Ahi tuna was ok. Maybe a tab undercooked but ok.  
 

 The views are awesome, atmosphere is relaxing and service was good.  
 

 Looking for to going back and hanging out once Covid panic is over",0,0,0,0,0,0,0,0,0,0,0,0,0
9443,GcN0ZtXZq1OqCkWpeXapsA,"Tried Niko's for the first time and it was delicious. I ordered a gyro and it was more than enough food for lunch. I ate about half and saved the rest for the next day. Also ordered some baklava, which was to die for!! Service was perfect for lunch. They were quick and I was in and out in about 10 minutes.",0,0,0,0,0,0,0,0,0,0,0,0,0
179523,BiCSNS5qfKMmn516a0fuyw,"Second time visiting Parks on Tap, first time for the 2017 summer season. This time it was at Columbus Square in South Philly. POT is entirely contingent on the location. I enjoyed it more this time around because of the sheer amount of viable seating space available here (last year it was shoved in the corner of Jefferson Square Park and felt limited on space - hopefully this year when they return to that location, it will expand a bit more).  
 

 Overall, it seems like this year had a much wider variety of both food and beverages. There was a decent selection of beer and ciders (all craft, of course, and a good mix of IPAs, lagers, wits, etc.), as well as some new additions of fun summer cocktails (adult slushies!). The adult slushies sounded too good to pass up, even at $10 a pop, so I got a vodka lemonade one and my BF opted for the tequila lemonade. The other option of watermelon sounded delicious, as well. They were absolutely delicious, refreshing and tart, although for $10 each for what's essentially an insane amount of sugar, I didn't wanna drink them all day so we switched to beer/cider. They were strong enough to provide a nice buzz, though.
 

 The seating extended an entire block from one end to the other, with the entrance in the center, the bar/kitchen/bathrooms at the north end, and seating throughout. There was a nice selection of hammocks, tailgating chairs, wooden benches, chairs, etc. I saw a few hoolah hoops scattered throughout, as well as some cornhole. Plenty of shading under the trees strung with lights, but also areas in the sun if you wanted to do that.
 

 Took off a star for the price of alcohol (it is a bit expensive), the single bathroom and the amount of children running around (it WAS Father's Day and it is nice they allow children in with their parents - and all were well-behaved - but every now and then it's nice to talk freely without worrying about who's listening). Also, the bouncer/sign-in process is a bit annoying. They kind of just stood there at the entrance and didn't greet us.",0,0,0,0,0,0,0,0,0,0,0,0,0
161739,R5IhjvgY6T9r1L_ES_jufQ,"I had been here once before and had an okay experience but this most recent was not so good. The people behind the counter all seemed to be in a bad mood and were working very slowly. I expect bubble tea to take a little longer to prepare so I was ready to wait but it took almost 30 minutes for me to get mine and I was made late for an appointment because of it. After 25 minutes I asked if mine would be coming up soon, the girl looked at the order board and then yelled something to her colleague, I feel like my order had been forgotten about even though she kept looking at me waiting. She rushed to make my drink once I asked about it and it was delicious but that didn't make up for the vibes and wasted time. I don't think I'll be going back.",0,0,0,0,0,0,0,0,0,0,0,0,0
404018,93Y9vutKoKkeUU5n9zpslQ,"What a great addition to State! I've been a fan of Institution Ale beers so I was excited that this new location was opening. I went there on a Thursday night and it was packed, but not in an annoying way. We were able to easily find spots at the bar and ordered a few beers. Pro tip -- order your beer in the line near the back, it'll be way faster than ordering from one of the bartenders. 
 

 I had the Mosaic (pale ale) and State St (another fruitier pale ale) and both were great. We didn't order food, but the group next to us had several pizzas that looked great! 
 

 I'll definitely be back. Five stars.",0,0,0,0,0,0,0,0,0,0,0,0,0
285118,DYw_bjo4V-19q_50qu7tPA,Dropped in for brunch and was not disappointed. Everything from the Bloody Mary bar to the turtle gumbo and pork poor boy were excellent.,0,0,0,0,0,0,0,0,0,0,0,0,0
28779,VJxTPUjIQmns3GSqVFj3rQ,"I love this location for so many reasons, but best of all: free parking downtown!!
 

 Of course the Sun King beers are delicious every time. They also feature special, low volume batches that you can't find anywhere else. They have also added a new section that sells local foods which is great if you want a bite to eat!
 

 I came here most recently for an event; Sun King was awesome and even blocked off a section of their room for us to hang out together. We were even allowed to bring in games for the event also!
 

 I highly recommend checking this place out and grabbing some beer to-go!",0,0,0,0,0,0,0,0,0,0,0,0,0
578169,l58JjCkYwZTYbkRo3tbTDQ,"The service here was amazing! Very nice people, super fast seating and we got our food in a reasonable amount of time. If I had to complain about one thing it was that we had to hike 3 stair cases to get to our seat and it felt like a never ending maze, but overall everyone was very nice and attentive and our server answered my cousin and I's many questions, even offering recommendations. 
 Now I usually do not consume dairy, or meat, but when I vacation I sometimes like to make exceptions for some dairy and let me tell you, it was worth it this time! 
 Ordered the vegetarian pasta with Alfredo. 
 PROS- 
 Came with bread, and look I LOVE bread 
 Flavorful, and had a bit of spice to it 
 Decently sized portion 
 CONS- 
 Not sure if price was worth the portion, kind of felt like a tourist trap for sure
 Paid maybe $16, which seemed a little excessive to me 
 LOTS of sauce, maybe even too much, and as good as the sauce was, I do not want to drown in it. 
 I would've liked a wider variety of vegetables in my pasta. 
 Overall, it was very good and I think it's worth eating here once, however, I don't think I would go again just because it felt a little touristy to me. 
 However, for sure worth going once because the food is tasty and the service is great!",0,0,0,0,0,0,0,0,0,0,0,0,0
371515,S6vMMgzvojCGrNLR7_sA0w,"Drinks are strong and tasty, restaurant is absolutely beautiful and service is great!
 

 The sugarcane pork skewers are so tasty I even got my picky 11 year old to eat them! The boudin egg rolls are different and interesting. But the molasses fig sauce that they are served with just blows you away. It's like a pepper jelly but better. The mirliton pickles were my favorite. I do not like pickles but I do like mirliton so I have it a shot. I'm so glad I did! Crispy and tasty breading and perfectly cooked mirliton, served with a smoky dip. 
 

 My husband got the gulf fish and nearly licked the bowl clean lol. I tried the pork tenderloin sandwich, which was a little dry but the bun and garlic aioli make up for it.",0,0,0,0,0,0,0,0,0,0,0,0,0
254804,ihF0KLVkrjNQGS52vxUCHA,"Looking for a place to get some work done while sipping on some excellent coffee? Then head straight over to Lighthouse Coffee in the Aspen Glen shopping center on the corner of Vista and Los Altos in Sparks. This is really the only coffee spot in Sparks(that's not Starbuck's) that offers great coffee, free and speedy wi-fi, and some great bagel and pastry options. I believe they make all their baked goods(minus the bagels) in-house, but next time I'm in I'll be sure to confirm that and let you know! They also serve their own brand of coffee so you can buy a bag of beans to take home with you too! 
 

 Their service is super friendly. You feel welcome there, like they never want you to leave. Believe me, as a freelancer, I definitely take advantage of that! 
 

 Also check out their location at the Marina which is now back open despite construction! There they have great outside seating with a magnificent view of the Marina. And bring your little dog too! 
 

 Next time you're looking for great coffee and to get sh*t done, I'll be seeing you at Lighthouse Coffee!!",0,0,0,0,0,0,0,0,0,0,0,0,0
362242,qaLH3pYqWP8vVRWE4mXIKA,"Of all of the sushi place that I've been to around St. Pete, this one is my favorite. The menu is easy to navigate with lots of options. The rolls are well constructed with generous but not overly generous portions. The presentation is top notch along with the service. The prices are also reasonable as far as sushi goes.",0,0,0,0,0,0,0,0,0,0,0,0,0
167767,Vyn7oO6eua_ZgHHbMNq7BA,"I really wanted to like this place. The horchata was amazing, it was really sweet so if you aren't into sugary drinks then don't get it. It was as almost as sweet as melted ice cream. The chips and salsa to go cost 5.99, the salsa was watery but had a decent flavor. We got the veggie fajitas, lunch chicken fajitas, and the ranch's special (chicken with rice and cheese). The fajitas had no flavor, didn't even taste like salt and pepper were on them. I had to add salt, pepper and lime juice at home. The rice was good, the beans were beans. The rancho special was not good, it didn't taste how you would expect it to. The tortillas tasted off as well. I would not go back for the food, only the horchatas. This is the first time I have felt like this about a Mexican restaurant.",0,0,0,0,0,0,0,0,0,0,0,0,0
446171,COlWyQ7jm8hd_tSeNwKm_Q,"First time went there to bring some cookies to work.  Walking into the shop was like walking back in time.  It was lovely clean and simple. Black and white checkered floors and glass fridge cases against one wall and the middle.  When I was looking around I was greeted with the biggest smile I've seen that made me feel welcome.  She showed me around the cases in tthe front.  When I was assembling my cookie tray she gave me some samples to try which was very nice since she knew it was my first time there.  Thank you Annie for a great experience and nadines. 
 They also have cakes, breakfast items like apple straddles and cheese danish that looked absolutely delicious and fresh as well as pizza dough! I will definitely be back especially after having tasted the delicious cookies and everyone at work complimented the cookies. I will be back for seconds and thirds...etc and will definitely try the cakes and breakfast strudels.....  I can't wait!!",0,0,0,0,0,0,0,0,0,0,0,0,0
245002,vCNfPtNTZcbYcXcg-2KAfw,This McAlister's is just good. It's not as good as the rest of the other locations. I feel like they were not trained properly at this location as if it were rushed. The food is just not the same I'm hoping that they pick things up because it's such a great location.,0,0,0,0,0,0,0,0,0,0,0,0,0
534331,Qdwv-lJLXGyTo_hTIuoGzQ,"We've been here twice since they opened. 
 

 The wings are delicious. The beer and whiskey selection is very nice. 
 

 Their service was ok. I felt a bit rushed but nothing to complain about. 
 

 The burger is excellent. I had it twice. First time it was perfect. The second time I ordered it medium rare and it was almost well done. Regardless, it was excellent. I would order again. 
 

 Ripp Fries are solid.",0,0,0,0,0,0,0,0,0,0,0,0,0
425224,Syz7VSxfBjv703ttbHWn1A,"Great Food, Trendy Atmosphere and Amazing Service. Thanks Kassie 
 For Excellent Service. Special Shout out to Manager Brian, who after 
 Realizing that I am on Oxygen and walk with a cane, took the initiative 
 to go out to far end of Parking Lot and retrieved my car, drove it up to front door for me. Brian, You Are A Class Act ! By the way try the Salmon 
 it is Beyond Delicious. Great Dinner Experience.. 
 Only con is few handicap Parking Spots, They Are Poorly Marked. 
 2 Spaces were Occupied by Non-handicap marked vehicles. 
 Thanks .. Big Mama Boise ..",0,0,0,0,0,0,0,0,0,0,0,0,0
268271,lpBIO3nlDJFU6NO5OVpEDA,"Oh man, I rarely have Ethiopian food, but this place makes me want it way more often!
 Totally recommended for adventurous eaters, but really I recommend it for everyone. 
 

 The decor is as if you're in someone's home, front door included. Threw me off at first, but really liked it right away. 
 

 Great to go with a small group so you can try several different things by ordering a few ""combo"" plates. Probably not helpful, but I feel you can't go wrong anything. 
 

 Be ready to eat with your hands for the full experience, so make sure your hands are clean. 
 

 Will definitely come here again if I visit Tucson in the future!",0,0,0,0,0,0,0,0,0,0,0,0,0
555896,hUR1NyXFMllPYloDKnD89g,"Eatery on the corner in the middle of Freret neighborhood center. I was in town and wanted to try local places with authentic food. I'm so glad I made it up to Freret Street! It really has a down-to-earth at-home feel. They keep the place clean and focus on real, good food and friendly service. 
 

 Went there for a mid morning breakfast/lunch (not a typical brunch). The eggs were ok, but the donuts were heaven. The grits were real and very good and the red beans and rice were so good, I tried to get the recipe from them but it's the only service they wouldn't give me lol. Would love to come back and try their po-boys, donuts, other menu items and specials.",0,0,0,0,0,0,0,0,0,0,0,0,0
324261,rYlSSF3yiLO_48GAAOJmvQ,"Ok want to start off by saying it's my birthday so heyyy!!! Ok went here tonight for my bday dinner I honestly can say it's ok. I heard a lot about this place and wanted to try it so the food was pretty good it has a great mixture of authentic and Tex mex but overall it wasn't bad if I lived in this neighborhood this would be my favorite Mexican spot not getaway lol....I ordered basically a carne Asada with rice and beans the steak was to die for I wish is wasn't well done because it would be a little bit better but the flavor was excellent that was my favorite dish of the night. My Bf had a burrito I believe it could have been better but it was pretty packed and he was full.  My all time favorite of the night was the dessert we shared a ""tres Leche cake"" I'm pretty sure that was the wrong name but Im close and I have pictures so you will see.... this cake was amazing!! It was a little dry at the top but they basically had like a homemade whipped cream for the top which was amazing and the best part was the bottom which was very moist that held the three different types of milk on the bottom. I would share the secret but I was told not too lol you just have to try it! I would say that this place can deserve five stars but they have to work on some their waitress staff so these stars I put was for my overall experience. 3 stars for the overall experience 4 stars for
 The cake!",0,0,0,0,0,0,0,0,0,0,0,0,0
15609,A_03N4lqhxy-WElaBHsXdQ,"Last evening we visit Joe's on a whim for the first time in a year or more. Yeah the decor is shabby Sheik (I guess?) or is it just Shabby? 
 We both order the Queen Crab Legs Bucket. OK so crab leg amount is decent and unlike times in the past the legs actually have crab meat in them (this was the primary reason we haven't returned in over a year, I mean who buys crab legs for empty shells right?)  
 Corn on the cob was decent, and x2 tiny ""new potatoes"" are really an afterthought ie Not well done... No seasoning no butter nothing..... 
 

 Speaking of butter....you would've thought I had x3 heads when I (had to) asked for butter for the crab legs! Next up the crab extraction.... Only a plastic pointer type tool.... yes yes I'm very familiar with its ""function"" but the tools function of ""ripping a seam down the side of the crab leg has two down falls 1.) In theory that should open the crab leg=It doesn't as you must still attempt to open said seam and that can be painful to ones hands/fingers 2.) Without the availability of cracking ""pliers"" like other seafood restaurants, the plastic tool only pulverizes the crab meat, so what would otherwise be a long beautiful piece of crab meat is now stewed crab meat mush! 
 **Did I ask the waitress (who was largely MIA) for The Plier cracking tool... umm Yes! 
 I specifically said ""ya know some of these including the claw are very difficult to open and hurt your fingers/hands, do they have the plier type cracking tool?"" to which she responded ""Oh yeah we have those, we are supposed to offer those, I forgot""...... and that was it... never returned/retrieved said tools all the while we were both struggling to crack open crab legs/claw.
 

 Service: Or lack thereof: In hindsight I had noticed staff seemed to have a bit of an odd, disinterested attitude especially when compared to other restaurants .... 
 Upon receiving my bill, Yes I raised an eyebrow at the price for THIS level of restaurant... Upon return of my Card/the check for signing I took note, No place listed for a Tip write in... and a message about ""All inclusive Pricing"" and that the Tip was included in the bill. (Not sure how I felt about this after reading some restaurants were implementing this in the recent past, but know Joe's wasn't like this on our last visit.) 
 Just to be sure I wasn't confused, I asked our assigned waitress about the check statement re the tip was included... to which she responded ""Well the tip is not included"" To which I asked about the statement on the check that specifically stated ""All inclusive, your tip is included, and that I noted no place to write in a tip"" To which she then replied: ""Well we make more than regular servers here"" but I could tell she really would have liked to have gleaned my wallet for more.... 
 (here's tip (pun intended) Provide decent service and you would have still got one! To be clear For great service I tip far more than average! Up to 50% of the bill on occasion)  
 

 It then became abundantly evident as to why service at Joe's Crab Shack is sub par... Servers are paid more in lieu of Tips, but have no incentive to provide prompt service (TIPS: To Insure Prompt Service) 
 Thus our experience proves this model appears at least in this instance to Not work for servers!
 

 Service and overall attitude was definitely subpar.
 

 Price? To be clear, Joe's is NOT a fine dining establishment... what is reported to be 1 and 1/4 lb of crab legs (which actually equaled about x4 full bites of crab meat) (opps and butter because ya have to ask for that) x1 piece of corn on the cob, x2 Tiny Unseasoned Water logged red potatoes and a $1.69 piece of garlic bread, x2 Iced teas, no alcohol, no Salad,No Appetizers and No Deserts $89..... Tip included or not, Next time, we will spend our money at a real restaurant with far better food,far better decor and far better service!
 

 Oh and to Joe's management: yeah we will be back... umm Never!",0,0,0,0,0,0,0,0,0,0,0,0,0
613316,upoFS_P-7JEg9zhLzUfJ5w,"Food still delicious 
 Good atmosphere even if a bit loud
 But the service was lacking today 
 And we were there after 1:00 for lunch
 Host was almost rude",0,0,0,0,0,0,0,0,0,0,0,0,0
141367,UtMG0POtiDqAS4A2d8XbLw,"I can't help it, I love a theme or a schtick. You do feel like you're in a time warp. The time period here is Prohibition. For one, you really do need a password. I recommend calling ahead of time for this. Also, the cocktails are true to the period. They focus on liquors that were actually popular in the 20s. You see a lot of gin, whiskey, Absinthe, rum, and champagne. Don't go there looking for Fireball... The staff dresses in costume and the place is dark with lots of candles and cubbies. As for the food, it is delectable. I love their burger and duck fries- both of which you can get during Happy hour. I truly recommend happy hour because the cocktails are only $7 vs the normal $15+. I was a little disappointed in the forced valet parking and the restaurant is very small but otherwise I absolutely love the whole experience.",0,0,0,0,0,0,0,0,0,0,0,0,0
168715,ei009uaC8MtA4B84MCyw4Q,"Located in a strip plaza, doesn't look like much but if the food is good that doesn't bother me. Well this place was ok. Menu did not impress me and the food was not that great. Neither was the service. However the reason I dropped my rating to 1 star is because immediately after, while we were still at the restaurant my friend threw up from the food. She got FOOD POISONING here!! Was still sick the next day. 
 

 The only thing I enjoyed here was the buffalo shrimp that comes 8 to an order. Good but small. But not enough to make me come back here ever again.",0,0,0,0,0,0,0,0,0,0,0,0,0
245638,yuw4Cn51XbaCMSB_fCC68Q,"On my way out the door today my 13 year old roommate asked for a sandwich. Obviously she meant from Capriottis because that's the only sandwich shop we go to. Between running errands today ordered my sandwiches through the app. I use the app a lot. You can now tip on the app so that's a nice feature. 
 

 I ordered a turkey sandwich and a meatball sandwich. We arrived 20 minutes later only to find out they were out of meatballs and it would have been 30 minutes for more. We didn't have time to wait. I didn't lose my crap on them like I wanted to. I had it in my head that I was gonna grub on some deliciously warm meatballs. I was sad. They were very nice about their situation but I still left disappointed. They offered a replacement at no additional cost. I would have made my less than satisfied customer a larger size for free but I'm not the manager.
 

 The sandwiches were delicious as always. The bread is fresh, and the meat is tasty. The pastrami is always perfectly cut. The proportion of meat to bread is perfect. I only like coleslaw if its Capriottis'. 
 

 I recommend getting food to go. The seating is shoved up against the wall and it's all together so no actual social distancing. I blame the customers not Caps. 
 

 We come here often. I will be back...probably in a few days. I still want those meatballs.",0,0,0,0,0,0,0,0,0,0,0,0,0
568043,u7__vkpZ1slQOCa0IFwRhQ,"Hands down to the best tacos I've tried in very long time.
 

 I wish they told me there were regular size (I asked and the lady helping us said they were small), I order 4: suadero, campechano, lengua and chorizo. And yes, I had enough for left over  
 

 We also ordered the carne asada burrito and beets with orange juice!! OMG this just made me feel like I was at home, the flavor and freshness are amazing.
 

 The only thing I would like to request is: please stop with the ""corridos"", as Mexicans we have a very wide music selection and got a little tired of that specific type of music.",0,0,0,0,0,0,0,0,0,0,0,0,0
14967,etkcNfeeatfr-RhIVV4XIg,"Well wasn't this place a nice surprise! Honestly, I always stay away from newer restaurants like this because sometimes the food is toned down in terms of spice and everything nice, but CCR was a very pleasant surprise. We tried the black cloud fungus (mushrooms), the chicken pad thai because I literally try pad thai everywhere, and the red curry. 
 

 The black cloud fungus aka mushrooms were REALLY good. The texture kinda reminded me of tofu with more cheesier taste. I even threw some on my pad thai towards the end of eating it because I mix my foods like a child sometimes. The pad thai was pretty solid. Not the spiciest, but the portion were fair. I really don't remember the red curry since my wife only gave me a spoonful, but the little I had was ok. lol She's nice sometimes and shares her food. 
 

 Overall will order something different like the chicken fried rice and see what the fuss is about.",0,0,0,0,0,0,0,0,0,0,0,0,0
559348,FUOLNuRvsckBlZppgVKPcA,"It is with great disappointment I feel the need to write a negative review on a restaurant with a 4.5 star rating. My girlfriend and I were excited to try a new restaurant that was near to home and had great online reviews. To our disappointment, it did not live up to our expectations. Overall, the food was over priced and mediocre. Firstly, an average bottle of wine is almost doubled in price. Secondly, the flatbread.... was not so flat. It was a fluffy, over sauced, soggy pizza. Thirdly, the Alfredo pasta is cooked pasta with cream. Taste? I'm sure that's an extra charge. Overall, unfortunately I cannot say I plan to pay another visit or recommend this restaurant to others.",0,0,0,0,0,0,0,0,0,0,0,0,0
270028,jVzYeyLJXa9Fg7PzeKwRvg,"Our first visit yield a good experience. Everything was wonderful. Great view, ambiance, on-point dishes and it was fun to have French wine choices :). The house-recommended Bordeaux was perfectly paired with our meals. The desserts, I have to say, THE BEST I've ever had in a long long time any where. Our second visit was alright as to the entrees and starters, not as on-point as the first, which raised a slight flag on consistency. But again, the desserts, out of this world! For the sake of the desserts, we will return and will give entrees and starters another try, but it will be in a little while.",0,0,0,0,0,0,0,0,0,0,0,0,0
635542,0r6lrKtXutxPCDJ9oC3NSw,Do not eat here. Me and my boyfriend stayed at silver legacy to celebrate our anniversary and on our second night we decided to order from here. My boyfriend ordered just the french fries and i ordered to hot pastrami. First of all it was so bland pretty much the meat and bread. I had a little left over so my boyfriend had what was left. Later on that night relaxing in our room I became so sick causing me to throw up all of my sandwich. The next morning we both had the worst stomach ache. Our stay at the silver legacy was great just wont be eating here ever again!,0,0,0,0,0,0,0,0,0,0,0,0,0
584875,WELYvSj-CGryb6KJ45MIuw,"There is a ton of hype surrounding Bern's in Tampa. I am torn here between 4 and 5 stars but ultimately went with the 4. The pricing is very reasonable if you choose from their set dinner menu. Drinks are reasonably priced as well for this type of place. Service was excellent, the staff takes pride in providing a first rate experience. The rib eye was cooked exactly how it was ordered. They usually trim the fat off their steaks but they give you the option of requesting it with it on. In my picture below it is with the fat. I love me some fat on a steak. So if that's not your thing fear not. If you are in the mood for a prime steak you can't go wrong at this place; however, it did not live up to the hype. It was good not great. I would recommend trying it. Make sure to get reservations.",0,0,0,0,0,0,0,0,0,0,0,0,0
323513,eGv5Zj9gatsLBYsVqfPEsA,"This little truck has been giving me life during this Covid shutdown. They have been parked on Telegraph St by Mill/Terminal from 11a-2p ish. we've been getting street tacos each week at my office. Carne asada, Pork pastor, chicken, and carnitas are all good, well seasoned, and the 3 different salsas are fantastic. Avocado, Verde, and a spicy red. We've requested the tacos come dressed and extra salsas on the side and they are generous with the onions, cilantro, limes, and salsas. You can call ahead to have the order ready for pickup, there is a little bit of a language barrier so make your orders straightforward.",0,0,0,0,0,0,0,0,0,0,0,0,0
63499,3v347DEnOuVa1KXeicvVZA,"Pick three for $10 is so worth it. So many items to choose from with generous portions, I was impressed.",0,0,0,0,0,0,0,0,0,0,0,0,0
569942,vYNzG4a_M9eYUwdop-iS1w,"I usually have breakfast, even for dinner. The omelette are good, the turkey club is good. That's about as far as I've gotten. The menu has a lot of
 Variety to it, almost too much variety. The portions are generous.",0,0,0,0,0,0,0,0,0,0,0,0,0
64199,rG8L7si1l9fQPRYSvUhrhA,"Came to Delachaise for an early dinner and was pleased with their food and service. The atmosphere is romantic and intimate - especially the outdoor seating with the string lights. For drinks, I left it up to the bartender to decide and she came up with a black cherry cognac rum cocktail - it was delicious!! From the menu, we ordered the Thai moules et frites and the Cuban slow cooked pork. Both were full of flavor and large portions. Would definitely recommend this place for date night.",0,0,0,0,0,0,0,0,0,0,0,0,0
402829,F9fXoumKVi7nOeHGz_8P9g,"Upon entrance, it had a smell, but you would expect it when entering a seafood restaurant; and no one was around as a greeter. Finally sat down a few minutes later and our waiter, Dylan, arrived. It started out great. We ordered water and the biscuits. Then it went downhill from there. We got the water, but no biscuits. We then ordered our meals, which came with salads. Finally, got our biscuits about 5-minutes later and then we received our entrees, missing a baked potato with one meal, about 15-minutes after that. The manager, Michelle, came around asking how our meals were so far. We said, ""Not good. We haven't even got our salads yet."" She apologized and brought the salads and the baked potato. Afterwards, she took $10.00 off the meal as a courtesy. Michelle was the best part of the service! 
 

 Dragon Shrimp - Great Flavor.
 Admiral's Feast - Definitely out of a frozen box.",0,0,0,0,0,0,0,0,0,0,0,0,0
626802,p214k6Mec2oG0XJ5sZZBNw,"I don't visit Olive Garden often but was in the area and hoping for soup and salad. It was gross. The minestrone was beyond salty. It was inedible. The same for the breadsticks, I had to wipe the salt off. The salt came off in clumps and the breadsticks were still too salty to eat. I do not recommend this place and won't be back. Salt doesn't equal flavor. What a waste. Yuck!",0,0,0,0,0,0,0,0,0,0,0,0,0
2056,6BUDyaSr8T77zaLA-OIHjQ,"New favorite fried chicken place!!
 This little spot is kind of in the middle of no where but their chicken is fresh and fried to perfection! I love the crisp skin and the tender chicken meat!!! You can tell their chicken is not frozen by the tenderness and flavor of the chicken 
 My family and I got the whole chicken (8 pieces total) with fries, onion rings, and cole slaw. The chicken pieces are not huge but not too small either. The meal was just the right amount for us as we wanted to go somewhere for dessert after. 
 The sides are not the greatest but not bad either. The fries are crinkled (the best kind) and the onion rings are beer battered (and perfectly fried) !
 

 The staff is friendly and place is clean. 
 I will definitely be coming back for their fried chicken!!
 

 Note: this is not a restaurant style place. You order and pick up your order and sit down",0,0,0,0,0,0,0,0,0,0,0,0,0
34769,cDgyNws_tUHPkXmIvYHDcA,"Went for lunch. Everyone's food looked solid. I had pizza with sausage, garlic and broccolini and it was great. Nice crust and flavor. Very happy with my choice. Restaurant is new, clean and modern. Service was good and fast to get out for a quick lunch.",0,0,0,0,0,0,0,0,0,0,0,0,0
95333,eSn2YOYMFT2v1NIWLoaPKg,"Usually my first stop for the liquor store, but I pulled up at 9:55 - I assume they closed at 10 - and they would not let me in. Super annoyed.
 

 ...and this time I knew exactly what I was going in to get, lol.",0,0,0,0,0,0,0,0,0,0,0,0,0
